,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
5351,0.01,0.22,0.075,0.14400000000000002,0.04,0.03,0.0,0.01,0.03,0.0,0.0
5352,0.0,0.1605,0.05,0.05,0.06,0.1,0.0,0.0,0.0,0.0,0.0
5353,0.0,0.07,0.19,0.0725,0.0575,0.06,0.0,0.01,0.0,0.01,0.0
5354,0.03,0.04333333333333333,0.1,0.07666666666666666,0.1,0.09,0.0,0.005,0.0,0.0,0.0
5355,0.0,0.02,0.07,0.03333333333333333,0.06833333333333334,0.02,0.01,0.02,0.01,0.0,0.0
5356,0.0,0.0,0.0,0.0,0.3707857142857142,0.0,0.0,0.0,0.0,0.0,0.0
5357,0.01,0.05,0.13,0.065,0.08,0.07,0.0,0.01,0.0,0.0,0.02
5358,0.0,0.0,0.0,0.0,0.225,0.14,0.0,0.0,0.0,0.0,0.0
5359,0.01,0.03,0.07,0.32,0.05,0.045,0.0,0.04833333333333334,0.0,0.0,0.01
5360,0.0,0.02,0.0,0.02583333333333333,0.10583333333333333,0.05,0.0,0.03833333333333334,0.0,0.0,0.01
5361,0.0,0.0,0.1,0.03,0.19,0.24,0.0,0.02,0.0,0.0,0.0
5362,0.0,0.0,0.04,0.0,0.0175,0.08,0.0,0.0,0.0,0.0,0.0
5363,0.01,0.10666666666666666,0.055,0.3566666666666667,0.07666666666666667,0.055,0.0,0.00375,0.03,0.0,0.01
5364,0.01,0.02,0.13,0.03,0.03,0.03,0.0,0.01,0.01,0.01,0.0
5365,0.03,0.06,0.17,0.034,0.02,0.03,0.14,0.01,0.01,0.01,0.02
5366,0.0,0.06333333333333332,0.065,0.06,0.05,0.02,0.0,0.07,0.0,0.0,0.0
5367,0.02,0.0,0.14,0.0525,0.07,0.06,0.01,0.02,0.01,0.01,0.06
5368,0.0,0.02,0.0,0.122,0.0675,0.03,0.01,0.01,0.0,0.0,0.0
5369,0.0,0.0,0.05,0.01,0.15,0.07,0.0,0.01,0.0,0.0,0.0
5370,0.04,0.0,0.065,0.03,0.02333333333333333,0.06333333333333332,0.0,0.02,0.01,0.0,0.06
5371,0.0,0.0,0.01,0.003333333333333333,0.22,0.25,0.0,0.02,0.0,0.0,0.0
5372,0.01,0.09,0.34333333333333327,0.07,0.17,0.0,0.01,0.29,0.01,0.0,0.03
5373,0.01,0.0,0.5198333333333334,0.035833333333333335,0.0275,0.0,0.0,0.01,0.0,0.01,0.0
5374,0.0,0.01,0.05,0.045,0.01,0.0,0.03,0.0,0.0,0.0,0.01
5375,0.01,0.02,0.09,0.0475,0.07,0.07,0.0,0.0,0.01,0.0,0.0
5376,0.03,0.02333333333333333,0.1,0.06333333333333334,0.07,0.07333333333333333,0.0,0.01,0.0,0.03,0.026666666666666665
5377,0.0,0.02,0.05,0.01,0.08,0.165,0.0,0.02,0.01,0.0,0.04
5378,0.0,0.055,0.12333333333333334,0.04,0.08,0.03333333333333333,0.02,0.03333333333333333,0.03,0.0,0.01
5379,0.02,0.04,0.02142857142857143,0.05,0.01,0.02,0.0,0.14,0.0,0.0,0.04
5380,0.0,0.01,0.01,0.0,0.1,0.095,0.0,0.01,0.0,0.0,0.0
5381,0.05,0.05,0.04666666666666666,0.21833333333333332,0.04,0.1575,0.0,0.08,0.0,0.0,0.02
5382,0.0,0.015,0.17,0.0,0.02,0.01,0.0,0.01,0.0,0.01,0.0
5383,0.0,0.02,0.08,0.124,0.04333333333333333,0.04,0.0175,0.02,0.01,0.01,0.016666666666666666
5384,0.0,0.0,0.02,0.0,0.18,0.05,0.0,0.0,0.0,0.0,0.0
5385,0.01,0.02,0.045,0.085,0.02333333333333333,0.02,0.0,0.03,0.01,0.0,0.0
5386,0.01,0.005,0.358,0.055,0.21466666666666667,0.01,0.0,0.02,0.01,0.04,0.0
5387,0.01,0.03,0.205,0.07833333333333332,0.07,0.06666666666666667,0.01,0.015,0.01,0.0,0.0
5388,0.04,0.06666666666666667,0.15,0.1025,0.1,0.085,0.03,0.04,0.02,0.0,0.01
5389,0.0,0.06,0.01,0.04,0.024,0.06,0.0,0.0,0.0,0.0,0.0
5390,0.015,0.05,0.17,0.1416666666666667,0.07583333333333334,0.015,0.02,0.03,0.02,0.0,0.04
5391,0.08,0.215,0.08,0.14833333333333334,0.03,0.01,0.03,0.02,0.0,0.0,0.0
5392,0.0,0.01,0.355,0.08,0.12571428571428572,0.01,0.0,0.0,0.0,0.0,0.01
5393,0.0,0.01,0.13,0.04,0.03,0.02,0.01,0.003333333333333333,0.0,0.0,0.0
5394,0.0,0.05,0.4793333333333334,0.29166666666666663,0.01,0.02,0.0,0.03,0.01,0.0,0.0
5395,0.0,0.02,0.08,0.04333333333333334,0.05,0.05,0.01,0.0,0.01,0.0,0.12
5396,0.01,0.08,0.14,0.085,0.131,0.04,0.01,0.09,0.01,0.0,0.01
5397,0.0,0.08976190476190476,0.01,0.11483333333333333,0.0175,0.01,0.0,0.01,0.01,0.02,0.01
5398,0.0,0.025,0.23,0.061,0.10583333333333332,0.04,0.01,0.03,0.0,0.01,0.04
5399,0.0,0.03,0.01,0.01,0.05,0.02,0.03,0.01,0.83,0.01,0.02
5400,0.03142857142857143,0.02,0.21249999999999997,0.16466666666666668,0.07,0.015,0.0,0.02,0.03,0.02,0.0
5401,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.98,0.0,0.0
5402,0.01,0.03,0.1,0.03,0.09,0.0525,0.0,0.03,0.0,0.0,0.02
5403,0.01,0.0,0.11,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0
5404,0.0,0.01,0.02,0.01,0.275,0.05,0.0,0.0,0.0,0.0,0.0
5405,0.01,0.0,0.035,0.01,0.21,0.13,0.0,0.015,0.01,0.01,0.03
5406,0.012666666666666668,0.026000000000000002,0.46033333333333337,0.192,0.0525,0.01,0.0,0.0,0.0,0.0,0.0
5407,0.0,0.025,0.13,0.0125,0.01,0.01,0.0,0.0,0.0,0.04,0.0
5408,0.0,0.04,0.035,0.56,0.01,0.0,0.0,0.0,0.01,0.0,0.0
5409,0.0,0.04,0.10666666666666666,0.06,0.13,0.44,0.0,0.01,0.0,0.0,0.01
5410,0.02,0.255,0.16,0.125,0.04,0.07,0.01,0.026666666666666665,0.01,0.02,0.03
5411,0.0,0.1725,0.05333333333333334,0.02333333333333333,0.09,0.04,0.0,0.0,0.0,0.01,0.01
5412,0.0,0.03,0.03,0.15,0.16,0.02,0.0,0.0,0.0,0.0,0.0
5413,0.0,0.17,0.0,0.06,0.21,0.03,0.0,0.02,0.0,0.0,0.0
5414,0.0,0.02,0.02,0.0775,0.03333333333333333,0.05,0.0,0.05,0.0,0.0,0.0
5415,0.0,0.0025,0.01,0.02,0.07,0.07666666666666667,0.01,0.0,0.0,0.04,0.0
5416,0.01,0.0,0.06,0.03,0.08,0.06,0.0,0.02,0.0,0.03,0.03
5417,0.03,0.03,0.1,0.013333333333333332,0.01,0.03,0.01,0.0,0.0,0.01,0.085
5418,0.01,0.015,0.05333333333333333,0.19976190476190475,0.07,0.04833333333333334,0.04333333333333333,0.12416666666666666,0.03,0.0,0.02
5419,0.0,0.01,0.01,0.0,0.08,0.07,0.0,0.0,0.0,0.0,0.0
5420,0.0,0.01,0.0,0.02,0.34,0.1,0.03,0.03,0.01,0.0,0.0
5421,0.0,0.005,0.06666666666666667,0.01,0.08,0.04,0.0,0.0,0.01,0.0,0.0
5422,0.01,0.04,0.09,0.05,0.055,0.05,0.005,0.02,0.0,0.0,0.0
5423,0.0,0.13,0.45,0.06,0.62,0.02,0.0,0.0,0.0,0.01,0.03
5424,0.01,0.019310344827586205,0.175,0.04333333333333333,0.06,0.06,0.02,0.03,0.01,0.0,0.05
5425,0.0,0.0,0.1,0.04,0.08,0.05,0.0,0.0,0.0,0.0,0.0
5426,0.0,0.02,0.01,0.01,0.1,0.08,0.0,0.0,0.0,0.0,0.0
5427,0.02,0.02,0.06,0.05166666666666666,0.12,0.03,0.006666666666666666,0.01,0.04,0.01,0.0
5428,0.0,0.08433333333333333,0.005,0.12266666666666666,0.0,0.0,0.0,0.01,0.04,0.0,0.0
5429,0.0,0.006666666666666666,0.04,0.028333333333333332,0.03,0.01,0.02,0.02,0.12,0.0,0.0
5430,0.0,0.03,0.01,0.01,0.14,0.07,0.0,0.02,0.0,0.0,0.0
5431,0.02,0.04,0.07,0.08,0.03,0.0,0.01,0.0,0.0,0.0,0.04
5432,0.01,0.04,0.09666666666666668,0.02,0.08,0.07,0.0,0.07,0.0,0.0,0.0
5433,0.0,0.67,0.015,0.05,0.01,0.02,0.01,0.02,0.0,0.0,0.0
5434,0.025,0.02,0.105,0.10099999999999999,0.07,0.01,0.0,0.01,0.02,0.02,0.03
5435,0.02,0.01,0.35,0.08583333333333334,0.06,0.03,0.0125,0.02,0.02,0.0,0.01
5436,0.0,0.0,0.0,0.0,0.01,0.11,0.0,0.0,0.0,0.0,0.0
5437,0.0,0.0,0.5293333333333332,0.0,0.04,0.02,0.0,0.01,0.0,0.0,0.0
5438,0.0,0.0,0.02,0.01,0.745,0.19,0.0,0.0,0.0,0.0,0.0
5439,0.01,0.19833333333333333,0.0825,0.12,0.013333333333333332,0.024,0.0,0.0,0.03,0.0,0.0
5440,0.01,0.05,0.05,0.06,0.02,0.04,0.0,0.01,0.85,0.02,0.01
5441,0.0,0.03,0.08,0.01,0.26,0.37,0.0,0.01,0.0,0.0,0.01
5442,0.04,0.013333333333333332,0.09,0.005,0.04,0.03,0.02,0.01,0.01,0.0,0.0
5443,0.0,0.03,0.08666666666666668,0.05533333333333333,0.06,0.064,0.01,0.01,0.0,0.0,0.0
5444,0.01,0.06,0.04,0.05,0.23,0.18,0.02,0.02,0.0,0.0,0.01
5445,0.0,0.04,0.11,0.05,0.07,0.065,0.01,0.01,0.02,0.01,0.05
5446,0.01,0.03,0.05,0.04666666666666666,0.11,0.09,0.02,0.0,0.0,0.0,0.0
5447,0.0,0.01,0.5351666666666667,0.01,0.41100000000000003,0.01,0.0,0.0,0.0,0.0,0.0
5448,0.035,0.08333333333333331,0.12095238095238095,0.29383333333333334,0.06,0.32766666666666666,0.0,0.03333333333333333,0.01,0.0,0.0
5449,0.0,0.29766666666666663,0.085,0.3331666666666666,0.03,0.04,0.0,0.01,0.17,0.0,0.0
5450,0.0,0.01,0.01,0.01,0.45,0.13,0.0,0.01,0.0,0.0,0.0
5451,0.01,0.0,0.02,0.02,0.04,0.01,0.0,0.0,0.0,0.0,0.02
5452,0.01,0.02,0.06,0.01,0.04,0.048,0.01,0.0,0.0,0.0,0.0
5453,0.02,0.07833333333333332,0.415,0.12333333333333334,0.18,0.02,0.0,0.0,0.04,0.0,0.02
5454,0.01,0.0,0.12133333333333335,0.05,0.08,0.21,0.0,0.02,0.01,0.0,0.0
5455,0.0,0.03,0.09,0.04333333333333333,0.05333333333333333,0.02,0.02,0.01,0.08,0.02,0.01
5456,0.01,0.07,0.07,0.10666666666666667,0.09,0.02,0.016666666666666666,0.05,0.0,0.06,0.01
5457,0.01,0.02,0.7166666666666667,0.07333333333333333,0.05,0.03,0.01,0.02,0.0,0.0,0.0
5458,0.01,0.07333333333333333,0.125,0.04333333333333333,0.07,0.03,0.01,0.02,0.01,0.01,0.03
5459,0.01,0.0,0.04,0.055,0.07,0.016666666666666666,0.0,0.02,0.0,0.0,0.04
5460,0.0,0.01,0.05,0.03,0.345,0.16,0.0,0.02,0.03,0.02,0.02
5461,0.0,0.04,0.15,0.09583333333333333,0.0325,0.06,0.01,0.0,0.04,0.08,0.02
5462,0.02,0.04,0.1865,0.042,0.03,0.0,0.01,0.02,0.01,0.0,0.02
5463,0.0,0.04,0.08,0.02,0.01,0.01,0.05,0.0,0.0,0.0,0.0
5464,0.0,0.02,0.03,0.03,0.12,0.18,0.01,0.0,0.0,0.0,0.0
5465,0.0,0.01,0.03,0.115,0.0325,0.03,0.0,0.01,0.0,0.04,0.02
5466,0.07,0.01,0.11,0.1,0.03,0.06,0.02,0.03,0.03,0.01,0.08
5467,0.0,0.0,0.0,0.0,0.31,0.18,0.0,0.02,0.0,0.01,0.01
5468,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.03,0.81,0.0,0.02
5469,0.0,0.05,0.04,0.11,0.02,0.02,0.02,0.0,0.01,0.05,0.0
5470,0.0,0.0,0.0,0.015,0.055,0.03,0.0,0.0,0.0,0.0,0.0
5471,0.0,0.0,0.0,0.0,0.225,0.14,0.0,0.0,0.0,0.0,0.0
5472,0.0,0.01,0.03,0.02,0.06,0.07,0.0,0.01,0.0,0.0,0.0
5473,0.0,0.0,0.515,0.06,0.02,0.01,0.0,0.03,0.0,0.0,0.0
5474,0.0,0.035,0.16,0.01,0.06,0.08,0.0,0.025,0.0,0.0,0.0
5475,0.025,0.029166666666666664,0.08,0.11083333333333334,0.13666666666666666,0.07333333333333333,0.0,0.03333333333333333,0.01,0.0,0.07
5476,0.01,0.02,0.32,0.03,0.09,0.02,0.02,0.025,0.0,0.0,0.02
5477,0.0,0.02,0.355,0.03976190476190476,0.04,0.03,0.01,0.0,0.01,0.0,0.0
5478,0.01,0.04,0.092,0.13,0.11,0.09,0.01,0.06,0.02,0.0,0.0
5479,0.01,0.0025,0.34,0.04,0.01,0.02,0.05,0.0,0.01,0.0,0.023333333333333334
5480,0.01,0.07333333333333333,0.03,0.106,0.035,0.059000000000000004,0.0,0.04,0.02,0.01,0.02
5481,0.0,0.0,0.0,0.0,0.015,0.03,0.0,0.0,0.0,0.0,0.0
5482,0.0,0.03,0.01,0.1,0.0,0.06,0.0,0.01,0.0,0.0,0.0
5483,0.0,0.0,0.01,0.01,0.09,0.09,0.07,0.0,0.0,0.0,0.0
5484,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0
5485,0.02,0.04,0.03,0.04,0.09,0.02,0.0,0.02,0.0,0.0,0.02
5486,0.06,0.06833333333333334,0.15333333333333332,0.15,0.09166666666666667,0.115,0.0275,0.03,0.03,0.01,0.02
5487,0.02,0.10333333333333332,0.225,0.17833333333333332,0.17,0.04666666666666666,0.01,0.06,0.01,0.01,0.02
5488,0.0,0.01,0.03,0.07,0.05,0.04,0.0,0.02,0.0,0.0,0.0
5489,0.01,0.0275,0.24666666666666665,0.065,0.09,0.06666666666666667,0.03666666666666667,0.0,0.04,0.01,0.04
5490,0.0,0.02,0.0,0.02,0.04,0.03,0.0,0.0,0.0,0.0,0.0
5491,0.0,0.37983333333333336,0.0,0.01,0.01,0.01,0.0425,0.01,0.01,0.0,0.01
5492,0.025,0.04499999999999999,0.09633333333333333,0.09083333333333334,0.06166666666666667,0.3493333333333334,0.02,0.02033333333333333,0.0,0.0,0.0
5493,0.0,0.01,0.02,0.0,0.09,0.22,0.0,0.0,0.0,0.0,0.0
5494,0.0,0.01,0.2,0.02,0.13,0.02,0.05,0.0,0.0,0.0,0.0
5495,0.02,0.045,0.05,0.06,0.01,0.02,0.0,0.02,0.02,0.0,0.02
5496,0.0,0.035,0.06,0.03,0.06,0.04,0.0,0.0,0.02,0.0,0.07
5497,0.0,0.02,0.28,0.05,0.08,0.01,0.01,0.0,0.0,0.01,0.03
5498,0.0,0.02,0.08,0.01,0.04,0.0,0.01,0.003333333333333333,0.0,0.01,0.0
5499,0.01,0.0,0.15333333333333332,0.096,0.055,0.05,0.03,0.03,0.02,0.0,0.02
5500,0.08952380952380952,0.15,0.26926190476190476,0.2725,0.31666666666666665,0.218,0.07400000000000001,0.13416666666666666,0.19,0.05,0.08333333333333331
5501,0.01,0.02,0.02,0.09666666666666668,0.03666666666666667,0.035,0.013333333333333332,0.0,0.0,0.0,0.01
5502,0.03,0.095,0.13,0.10766666666666666,0.06,0.08,0.03,0.01,0.0,0.0,0.0
5503,0.02,0.03,0.05,0.03,0.02,0.01,0.0,0.01,0.02,0.0,0.13
5504,0.0,0.01,0.02,0.12,0.01,0.02,0.0,0.0,0.0,0.0,0.0
5505,0.02,0.02,0.11,0.05,0.13,0.04,0.0,0.0,0.0,0.0,0.0
5506,0.0,0.05,0.08404761904761905,0.06666666666666667,0.09,0.05,0.0,0.0,0.0,0.0,0.0
5507,0.0,0.04,0.07,0.03,0.03,0.02,0.01,0.01,0.4,0.0,0.01
5508,0.01,0.02,0.15,0.02,0.08,0.07,0.01,0.03,0.0,0.0,0.05
5509,0.01,0.015,0.03,0.026666666666666665,0.165,0.07,0.0,0.01,0.0,0.01,0.0
5510,0.01,0.0,0.01,0.02,0.13,0.22,0.0,0.04,0.0,0.0,0.01
5511,0.015,0.02,0.32,0.04,0.07,0.03,0.0,0.015,0.01,0.0,0.01
5512,0.03,0.03,0.15666666666666668,0.14666666666666667,0.0325,0.045,0.01,0.034166666666666665,0.05,0.01,0.02
5513,0.0,0.0,0.03,0.02,0.23666666666666664,0.08,0.01,0.02,0.01,0.02,0.0
5514,0.0,0.01,0.05,0.02,0.12,0.02,0.0,0.1,0.0,0.0,0.0
5515,0.02,0.06833333333333333,0.10666666666666667,0.055,0.04666666666666666,0.06,0.01,0.03,0.04,0.01,0.03
5516,0.0,0.01,0.02,0.0,0.05,0.06,0.01,0.0,0.0,0.0,0.0
5517,0.0,0.0375,0.06,0.085,0.08,0.09,0.035,0.01,0.06,0.0,0.04
5518,0.01,0.01,0.09,0.03,0.34,0.07,0.0,0.0,0.0,0.02,0.0
5519,0.0,0.02,0.04,0.0,0.07,0.02,0.026666666666666665,0.02,0.0,0.0,0.01
5520,0.03666666666666667,0.05333333333333333,0.14,0.23,0.04,0.06,0.01,0.05,0.02,0.02,0.04
5521,0.028333333333333335,0.07,0.23499999999999996,0.18333333333333332,0.10916666666666666,0.11333333333333333,0.02,0.051,0.04,0.0,0.02
5522,0.0,0.0,0.02,0.02,0.03,0.0,0.01,0.01,0.84,0.0,0.0
5523,0.0,0.013333333333333332,0.14,0.06,0.06,0.035,0.0,0.02,0.0,0.0,0.0
5524,0.0,0.01,0.01,0.03,0.21,0.59,0.0,0.0,0.0,0.0,0.01
5525,0.0,0.01,0.0,0.3083095238095238,0.03,0.0,0.0,0.0,0.01,0.0,0.0
5526,0.0,0.04,0.14,0.06,0.09833333333333333,0.06,0.022000000000000002,0.02,0.01,0.01,0.025
5527,0.0,0.04,0.19,0.057,0.03,0.04,0.0,0.01,0.0,0.02,0.0
5528,0.04,0.04,0.06,0.1,0.22,0.11199999999999999,0.01,0.026666666666666665,0.0,0.0,0.05
5529,0.0,0.01,0.02,0.02,0.03,0.02,0.0,0.013333333333333332,0.0,0.0,0.01
5530,0.01,0.0225,0.12,0.06,0.08900000000000001,0.09,0.08,0.01,0.03,0.01,0.04
5531,0.006666666666666666,0.0725,0.11666666666666665,0.03166666666666666,0.1517857142857143,0.09,0.03,0.08333333333333334,0.03,0.0,0.0
5532,0.0,0.01,0.21,0.02,0.15,0.06,0.0,0.03,0.02,0.02,0.0
5533,0.03,0.04,0.09,0.036000000000000004,0.09,0.025,0.02,0.015,0.03,0.0,0.03
5534,0.0,0.03,0.04,0.03,0.06333333333333332,0.01,0.01,0.01,0.01,0.0,0.01
5535,0.016666666666666666,0.0635,0.06333333333333334,0.08333333333333334,0.06,0.06,0.0,0.03,0.0,0.0,0.02
5536,0.024,0.12,0.064,0.1,0.09,0.04,0.04,0.0,0.0,0.07,0.01
5537,0.0,0.01,0.05,0.02,0.05,0.08,0.0,0.0,0.0,0.0,0.0
5538,0.0,0.05,0.05,0.11,0.06333333333333332,0.01,0.04,0.06,0.01,0.0,0.0
5539,0.0,0.01,0.11,0.03,0.13,0.11,0.0,0.02,0.0,0.0,0.0
5540,0.04,0.12,0.139,0.19666666666666666,0.14833333333333332,0.44333333333333336,0.017,0.03666666666666667,0.13,0.01,0.01
5541,0.0,0.03,0.05666666666666667,0.18083333333333335,0.0,0.13,0.01,0.07214285714285715,0.0,0.0,0.0
5542,0.02,0.0,0.31,0.01,0.18,0.02,0.0,0.01,0.0,0.0,0.03
5543,0.05,0.005,0.08,0.01,0.03,0.03,0.0,0.0,0.0,0.0,0.03
5544,0.0,0.07,0.075,0.025,0.03,0.02,0.0,0.01,0.05,0.0,0.01
5545,0.0,0.04333333333333333,0.16,0.04,0.07869565217391304,0.01,0.01,0.05971428571428571,0.0,0.0,0.03
5546,0.01,0.01,0.19,0.0275,0.04,0.07,0.01,0.03,0.1,0.01,0.05
5547,0.0,0.03166666666666666,0.1,0.07666666666666666,0.11,0.1,0.01,0.01,0.03,0.0,0.02
5548,0.02,0.0,0.27,0.05,0.04,0.0,0.01,0.04,0.01,0.02,0.01
5549,0.0,0.01,0.04,0.005,0.01,0.01,0.0,0.01,0.5,0.01,0.0
5550,0.0,0.055,0.08,0.055,0.07,0.05,0.02,0.04,0.0,0.01,0.0
5551,0.0,0.04583333333333333,0.165,0.16149999999999998,0.11166666666666668,0.01,0.02,0.01,0.01,0.0,0.01
5552,0.04333333333333334,0.07,0.145,0.11416666666666667,0.14547619047619048,0.04,0.02,0.03333333333333333,0.01,0.0,0.01
5553,0.0,0.0,0.05,0.0,0.225,0.04,0.0,0.0,0.0,0.0,0.0
5554,0.0,0.08,0.04,0.03,0.06,0.01,0.0,0.0,0.0,0.0,0.0
5555,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.78,0.0,0.0
5556,0.05,0.05,0.18,0.125,0.08,0.02,0.0,0.02,0.03,0.01,0.005
5557,0.0,0.04,0.12,0.05,0.03,0.02,0.0,0.02,0.0,0.0,0.0
5558,0.0,0.0,0.34,0.01,0.06,0.2,0.0,0.0,0.0,0.0,0.0
5559,0.02,0.05,0.12,0.1,0.07,0.02,0.04,0.0175,0.01,0.0,0.0
5560,0.0,0.0,0.06,0.68,0.05,0.02,0.0,0.0,0.0,0.0,0.0
5561,0.0,0.0,0.15266666666666664,0.064,0.12,0.05,0.04,0.02,0.0,0.0,0.0
5562,0.0,0.02,0.02,0.05,0.01,0.15,0.0,0.0,0.0,0.0,0.0
5563,0.0,0.0,0.01,0.005,0.29,0.02,0.0,0.0,0.0,0.0,0.0
5564,0.03,0.01,0.20333333333333337,0.1,0.1425,0.02,0.01,0.02,0.03,0.01,0.04
5565,0.0,0.0,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.02,0.0
5566,0.02,0.03,0.08,0.05,0.13,0.03,0.0,0.01,0.07,0.0,0.01
5567,0.03,0.01,0.1,0.02,0.04,0.0,0.0,0.01,0.0,0.0,0.06
5568,0.0,0.0,0.015,0.0,0.01,0.01,0.0,0.0,0.93,0.0,0.01
5569,0.005,0.0,0.08,0.0,0.24,0.16,0.01,0.01,0.0,0.01,0.01
5570,0.0,0.01,0.095,0.02,0.085,0.0,0.0,0.0,0.0,0.0,0.0
5571,0.0,0.08583333333333334,0.04,0.05,0.29,0.15,0.03,0.03,0.01,0.02,0.04
5572,0.0,0.0,0.035,0.01,0.14,0.05,0.0,0.0,0.0,0.0,0.0
5573,0.0,0.06,0.04,0.11,0.01,0.0,0.0,0.02,0.0,0.02,0.0
5574,0.0,0.02,0.28,0.09,0.03,0.0,0.02,0.01,0.0,0.0,0.01
5575,0.01,0.03333333333333333,0.105,0.08,0.02,0.0,0.0,0.0,0.0,0.01,0.0
5576,0.0,0.04,0.1,0.035,0.04,0.03,0.0,0.0,0.0,0.0,0.01
5577,0.0,0.02,0.04,0.0,0.3175,0.12,0.04,0.0,0.0,0.0,0.0
5578,0.01,0.03,0.235,0.04,0.04,0.055,0.0,0.01,0.01,0.06,0.04
5579,0.01,0.1,0.16,0.17,0.05,0.06,0.02,0.0,0.01,0.01,0.0
5580,0.01,0.03,0.68,0.05,0.024,0.0875,0.0,0.01,0.01,0.0,0.0
5581,0.01,0.06,0.17571428571428574,0.0,0.06,0.03,0.02,0.02,0.01,0.0,0.0
5582,0.04,0.04,0.06,0.09,0.08,0.04,0.01,0.03,0.0,0.01,0.0
5583,0.03,0.72,0.075,0.69,0.05,0.03,0.02,0.01,0.0,0.01,0.0
5584,0.02,0.0,0.0315,0.04,0.16,0.11,0.01,0.1,0.0,0.03,0.01
5585,0.0,0.21,0.39,0.1,0.24,0.0,0.0,0.08,0.0,0.0,0.0
5586,0.036000000000000004,0.03,0.147,0.067,0.12,0.0475,0.0,0.02,0.09,0.02,0.01
5587,0.01,0.19366666666666663,0.005,0.17551587301587296,0.05333333333333334,0.01,0.01,0.025,0.02,0.0,0.02
5588,0.0,0.01,0.01,0.005,0.0,0.0,0.0,0.0,0.96,0.0,0.0
5589,0.02,0.15,0.14,0.16,0.055,0.0725,0.01,0.01,0.01,0.01,0.05
5590,0.03,0.05333333333333333,0.06,0.08,0.01,0.02,0.0,0.0,0.02,0.03,0.03
5591,0.0,0.015,0.105,0.054000000000000006,0.05,0.026666666666666665,0.01,0.0,0.01,0.01,0.04
5592,0.0,0.0,0.0,0.02,0.07,0.08,0.0,0.0,0.0,0.0,0.0
5593,0.01,0.01,0.125,0.03,0.11,0.01,0.0,0.005,0.01,0.01,0.0
5594,0.02,0.06,0.17,0.02333333333333333,0.01,0.01,0.01,0.09,0.0,0.0,0.01
5595,0.0,0.0,0.08,0.0,0.2,0.19,0.0,0.0,0.0,0.03,0.0
5596,0.0,0.2048333333333333,0.26,0.07,0.245,0.019714285714285715,0.03,0.01,0.0,0.0,0.0
5597,0.02,0.0,0.04,0.54,0.67,0.0,0.0,0.01,0.0,0.0,0.0
5598,0.02,0.15000000000000002,0.06916666666666665,0.18633333333333335,0.02,0.20216666666666666,0.0,0.01,0.0,0.01,0.01
5599,0.0,0.02,0.03,0.04,0.09,0.01,0.0,0.09,0.0,0.0,0.0
5600,0.03,0.0225,0.013333333333333332,0.0,0.03,0.04,0.0,0.01,0.0,0.01,0.04
5601,0.0,0.03,0.0,0.45,0.02,0.0,0.0,0.0,0.0,0.0,0.0
5602,0.0,0.02,0.07,0.03,0.05,0.02,0.0,0.025,0.12,0.0,0.04
5603,0.0,0.045,0.06,0.04,0.02,0.02,0.01,0.01,0.74,0.0,0.01
5604,0.01,0.02,0.09,0.05,0.05,0.02,0.01,0.0,0.0,0.0,0.01
5605,0.01,0.04,0.05,0.042,0.01,0.01,0.005,0.0016666666666666666,0.78,0.03,0.01
5606,0.0,0.02,0.07,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0
5607,0.01,0.0,0.0,0.01,0.54,0.58,0.0,0.01,0.0,0.0,0.0
5608,0.05,0.01,0.026666666666666665,0.0,0.06,0.01,0.01,0.0,0.0,0.09,0.025
5609,0.01,0.05,0.18833333333333332,0.06319047619047619,0.12,0.06,0.0,0.05333333333333333,0.01,0.0,0.01
5610,0.02,0.02,0.0,0.01,0.125,0.05,0.01,0.0,0.0,0.01,0.0
5611,0.01,0.01,0.03,0.0,0.14483333333333334,0.01,0.0,0.0,0.0,0.0,0.01
5612,0.0,0.0,0.03,0.06,0.08,0.03,0.01,0.01,0.0,0.0,0.02
5613,0.0,0.01,0.03,0.03,0.1,0.01,0.0,0.02,0.0,0.0,0.0
5614,0.02,0.0,0.03,0.0,0.02,0.05,0.0,0.0,0.0,0.02,0.0
5615,0.0,0.0,0.026666666666666665,0.01,0.03,0.16,0.0,0.0,0.01,0.0,0.0
5616,0.0,0.08,0.31,0.05,0.18,0.0,0.0,0.01,0.01,0.0,0.0
5617,0.015,0.02,0.06,0.05,0.04333333333333333,0.02,0.02,0.01,0.34,0.0,0.0
5618,0.013333333333333332,0.17188095238095236,0.1,0.075,0.08333333333333331,0.06,0.0,0.003333333333333333,0.01,0.0,0.0
5619,0.0,0.01,0.055,0.05333333333333333,0.023333333333333334,0.0,0.01,0.0,0.02,0.0,0.01
5620,0.006,0.04083333333333334,0.1,0.0775,0.03,0.03,0.0275,0.04,0.0,0.0,0.0
